resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId
22330,909,1,131,44,20,3,3,3,15.0,67,+22.530,5645444,53,1,1:19.908,206.066,1
22353,910,3,131,6,1,4,4,4,12.0,70,+6.361,6791419,64,1,1:25.724,183.981,1
22374,911,3,131,6,1,2,2,2,18.0,44,+3.383,5079939,36,1,1:50.511,228.161,1
22395,912,1,131,44,1,1,1,1,25.0,53,1:19:10.236,4750236,29,1,1:28.004,236.975,1
22417,913,1,131,44,1,1,1,1,25.0,60,2:00:04.795,7204795,39,1,1:50.417,165.137,1
22439,914,1,131,44,2,1,1,1,25.0,44,1:51:43.021,6703021,39,1,1:51.600,187.322,1
22463,915,822,3,77,3,3,3,3,15.0,53,+17.425,5528169,53,1,1:40.896,208.658,1
22488,916,20,9,1,18,7,7,7,6.0,56,+1:35.734,6100519,50,1,1:41.379,195.768,1
22501,917,1,131,44,2,2,2,2,18.0,71,+1.457,5404012,62,1,1:13.555,210.895,1
22521,918,817,9,3,20,4,4,4,24.0,55,+37.237,5979856,50,1,1:44.496,191.341,1
22538,926,1,131,44,1,1,1,1,25.0,58,1:31:54.067,5514067,50,1,1:30.945,209.915,1
22558,927,3,131,6,3,3,3,3,15.0,56,+12.310,6078103,43,1,1:42.062,195.516,1
22576,928,1,131,44,1,1,1,1,25.0,56,1:39:42.008,5982008,31,1,1:42.208,191.996,1
22597,929,8,6,7,4,2,2,2,18.0,57,+3.380,5709189,42,1,1:36.311,202.294,1
22617,930,1,131,44,2,2,2,2,18.0,66,+17.551,6090106,54,1,1:28.270,189.849,1
22640,931,817,9,3,4,5,5,5,10.0,78,+13.608,6572028,74,1,1:18.063,153.891,1
22659,932,8,6,7,3,4,4,4,12.0,70,+45.625,5558770,42,1,1:16.987,203.925,1
22676,933,3,131,6,2,1,1,1,25.0,71,1:30:16.930,5416930,35,1,1:11.235,218.622,1
22696,934,1,131,44,1,1,1,1,25.0,52,1:31:27.729,5487729,29,1,1:37.093,218.425,1
22718,936,817,9,3,4,3,3,3,15.0,69,+25.084,6395069,68,1,1:24.821,185.939,1
22737,937,3,131,6,2,2,2,2,18.0,43,+2.058,5022445,34,1,1:52.416,224.295,1
22756,938,1,131,44,1,1,1,1,25.0,53,1:18:00.688,4680688,48,1,1:26.672,240.617,1
22777,939,817,9,3,2,2,2,2,18.0,61,+1.478,7283596,52,1,1:50.041,165.701,1
22796,940,1,131,44,2,1,1,1,25.0,53,1:28:06.508,5286508,33,1,1:36.145,217.434,1
22817,941,20,6,5,4,2,2,2,18.0,53,+5.953,5836977,51,1,1:40.071,210.378,1
22838,942,3,131,6,1,2,2,2,18.0,56,+2.850,6655553,49,1,1:40.666,197.154,1
22857,943,3,131,6,1,1,1,1,25.0,71,1:42:35.038,6155038,67,1,1:20.521,192.426,1
22878,944,1,131,44,2,2,2,2,18.0,71,+7.756,5476846,51,1,1:14.832,207.296,1
22898,945,1,131,44,2,2,2,2,18.0,55,+8.271,5918446,44,1,1:44.517,191.302,1
22920,948,817,9,3,8,4,4,4,12.0,57,+24.330,6519895,49,1,1:28.997,214.510,1
22939,949,3,131,6,2,1,1,1,25.0,57,1:33:34.696,5614696,41,1,1:34.482,206.210,1
22975,950,807,10,27,13,15,15,15,0.0,55,\N,\N,48,1,1:39.824,196.581,11
22983,951,3,131,6,1,1,1,1,25.0,53,1:32:41.997,5561997,52,1,1:39.094,212.452,1
23014,952,826,5,26,13,10,10,10,1.0,65,\N,\N,53,1,1:26.948,192.735,11
23027,953,1,131,44,3,1,1,1,25.0,78,1:59:29.133,7169133,71,1,1:17.939,154.135,1
23053,954,3,131,6,2,5,5,5,10.0,70,+1:02.093,5527389,60,1,1:15.599,207.669,1
23071,955,3,131,6,1,1,1,1,25.0,51,1:32:52.366,5572366,48,1,1:46.485,202.946,1
23093,956,1,131,44,1,1,1,1,25.0,71,1:27:38.107,5258107,67,1,1:08.411,227.647,1
23117,957,3,131,6,2,3,3,3,15.0,52,+16.911,5712742,44,1,1:35.548,221.957,1
23142,958,8,6,7,14,6,6,6,8.0,70,+49.044,6079159,52,1,1:23.086,189.822,1
23160,959,817,9,3,3,2,2,2,18.0,67,+6.996,5451196,48,1,1:18.442,209.918,1
23183,960,1,131,44,21,3,3,3,15.0,44,+27.634,6318692,40,1,1:51.583,225.969,1
23216,961,4,1,14,12,14,14,14,0.0,52,\N,\N,51,1,1:25.340,244.373,11
23226,962,817,9,3,2,2,2,2,18.0,61,+0.488,6949438,49,1,1:47.187,170.113,1
23249,963,3,131,6,2,3,3,3,15.0,56,+25.516,5858292,44,1,1:36.424,206.948,1
23272,964,20,6,5,6,4,4,4,12.0,53,+20.269,5223602,36,1,1:35.118,219.781,1
23294,965,20,6,5,6,4,4,4,12.0,56,+43.134,5935752,55,1,1:39.877,198.712,1
23315,966,817,9,3,4,3,3,3,15.0,71,+20.858,6052260,53,1,1:21.134,190.972,1
23337,967,830,9,33,4,3,3,3,15.0,71,+21.481,10882816,67,1,1:25.305,181.846,1
23359,968,20,6,5,5,3,3,3,15.0,55,+0.843,5884856,43,1,1:43.729,192.756,1
23382,969,8,6,7,4,4,4,4,12.0,57,+22.393,5074065,56,1,1:26.538,220.605,1
23399,970,1,131,44,1,1,1,1,25.0,56,1:37:36.158,5856158,44,1,1:35.378,205.745,1
23420,971,1,131,44,2,2,2,2,18.0,57,+6.660,5640034,46,1,1:32.798,209.952,1
23441,972,8,6,7,2,3,3,3,15.0,52,+11.000,5299743,49,1,1:36.844,217.388,1
23459,973,1,131,44,1,1,1,1,25.0,66,1:35:56.497,5756497,64,1,1:23.593,200.471,1
23491,974,815,10,11,7,13,13,13,0.0,78,+39.089,6323429,76,1,1:14.820,160.561,1
23499,975,1,131,44,1,1,1,1,25.0,70,1:33:05.154,5585154,64,1,1:14.551,210.588,1
23522,976,20,6,5,4,4,4,4,12.0,51,+5.976,7441549,47,1,1:43.441,208.919,1
23545,977,1,131,44,8,4,4,4,12.0,71,+7.430,4915953,69,1,1:07.411,230.597,1
23562,978,1,131,44,1,1,1,1,25.0,51,1:21:27.430,4887430,48,1,1:30.621,234.025,1
23587,979,4,1,14,7,6,6,6,8.0,70,+1:11.223,6057936,69,1,1:20.182,196.697,1
23603,980,20,6,5,2,2,2,2,18.0,44,+2.358,5085178,41,1,1:46.577,236.583,1
23625,981,817,9,3,16,4,4,4,12.0,53,+40.335,4572647,49,1,1:23.361,250.174,1
23642,982,1,131,44,5,1,1,1,25.0,58,2:03:23.544,7403544,55,1,1:45.008,173.643,1
23665,983,20,6,5,20,4,4,4,12.0,56,+37.362,5438652,41,1,1:34.080,212.104,1
23685,984,822,131,77,6,4,4,4,12.0,53,+10.580,5261774,50,1,1:33.144,224.439,1
23703,985,20,6,5,2,2,2,2,18.0,56,+10.143,5641134,51,1,1:37.766,203.003,1
23725,986,20,6,5,1,4,4,4,12.0,71,+1:10.078,5856630,68,1,1:18.785,196.666,1
23746,987,830,9,33,4,5,5,5,10.0,71,+32.940,5519202,64,1,1:11.044,218.349,1
23762,988,822,131,77,1,1,1,1,25.0,55,1:34:14.062,5654062,52,1,1:40.650,198.652,1
23785,989,817,9,3,8,4,4,4,12.0,58,+7.069,5380352,54,1,1:25.945,222.128,1
23803,990,822,131,77,3,2,2,2,18.0,57,+0.699,5522639,22,1,1:33.740,207.842,1
23822,991,817,9,3,6,1,1,1,25.0,56,1:35:36.380,5736380,55,1,1:35.785,204.871,1
23855,992,822,131,77,3,\N,R,14,0.0,48,\N,\N,37,1,1:45.149,205.525,29
23866,993,817,9,3,6,5,5,5,10.0,66,+50.058,5780030,61,1,1:18.441,213.638,1
23890,994,830,9,33,20,9,9,9,2.0,78,+25.317,6200124,60,1,1:14.260,161.772,1
23904,995,830,9,33,3,3,3,3,15.0,68,+8.360,5319737,65,1,1:13.864,212.547,1
23928,996,822,131,77,2,7,7,7,6.0,53,+1:20.632,5492017,41,1,1:34.225,223.201,1
23943,997,8,6,7,3,2,2,2,18.0,71,+1.504,4917528,71,1,1:06.957,232.160,1
23962,998,20,6,5,2,1,1,1,25.0,52,1:27:29.784,5249784,47,1,1:30.696,233.831,1
23983,999,1,131,44,14,1,1,1,25.0,67,1:32:29.845,5549845,66,1,1:15.545,217.968,1
24006,1000,817,9,3,12,4,4,4,12.0,70,+46.419,5882846,46,1,1:20.012,197.115,1
24026,1001,822,131,77,19,4,4,4,12.0,44,+1:03.605,5078081,32,1,1:46.286,237.231,1
24043,1002,1,131,44,3,1,1,1,25.0,53,1:16:54.484,4614484,30,1,1:22.497,252.794,1
24080,1003,825,210,20,16,18,18,18,0.0,59,\N,\N,50,1,1:41.905,178.860,12
24084,1004,822,131,77,1,2,2,2,18.0,53,+2.545,5247726,50,1,1:35.861,219.617,1
24108,1005,20,6,5,8,6,6,6,8.0,53,+1:09.873,5306935,53,1,1:32.318,226.447,1
24125,1006,1,131,44,1,3,3,3,15.0,56,+2.342,5660985,40,1,1:37.392,203.782,1
24147,1007,822,131,77,5,5,5,5,10.0,70,\N,\N,65,1,1:18.741,196.776,11
24167,1008,822,131,77,3,5,5,5,10.0,71,+22.943,5252009,65,1,1:10.540,219.909,1
24184,1009,20,6,5,3,2,2,2,18.0,55,+2.581,5982963,54,1,1:40.867,198.225,1
24203,1010,822,131,77,2,1,1,1,26.0,58,1:25:27.325,5127325,57,1,1:25.580,223.075,1
24225,1011,844,6,16,1,3,3,3,16.0,57,+6.131,5667426,38,1,1:33.411,208.575,1
24248,1012,842,9,10,6,6,6,6,9.0,56,+1:29.307,5615657,55,1,1:34.742,207.126,1
24267,1013,844,6,16,8,5,5,5,11.0,51,+1:09.107,5582049,50,1,1:43.009,209.795,1
24283,1014,1,131,44,2,1,1,1,26.0,66,1:35:50.443,5750443,54,1,1:18.492,213.499,1
24310,1015,842,9,10,8,5,5,5,11.0,78,+9.946,6218383,72,1,1:14.279,161.730,1
24329,1016,822,131,77,6,4,4,4,13.0,70,+51.043,5398127,69,1,1:13.078,214.833,1
